Date,Open,High,Low,Close,Volume,Market Cap
Sep-01-2018,7011.75,7238.26,7011.75,7193.25,3736417380.53,122433880681.74
Aug-31-2018,6977.18,7056.50,6905.34,7018.26,3847879824.79,120305931834.49
Aug-30-2018,7036.43,7058.90,6832.74,6973.88,3821615060.29,119735169322.61
Aug-29-2018,7080.26,7118.61,6960.46,7036.64,4017126669.36,121596972339.09
Aug-28-2018,6892.12,7116.24,6870.99,7082.64,4088489331.56,120406267603.80
Aug-27-2018,6708.16,6885.06,6671.24,6883.39,3208584744.27,115875282123.08
Aug-26-2018,6740.97,6763.80,6594.15,6705.16,2897692512.10,115136755514.16
Aug-25-2018,6703.50,6787.24,6682.14,6745.16,3482620041.81,115890204075.74
Aug-24-2018,6534.23,6721.36,6501.07,6709.59,3159935178.71,113122648892.09
Aug-23-2018,6379.98,6545.66,6379.98,6528.52,3432974935.30,111083798682.76
Aug-22-2018,6481.30,6820.08,6319.85,6376.53,3605706790.05,113589812746.95
Aug-21-2018,6284.25,6494.95,6282.06,6482.48,3352928439.44,110497806843.18
Aug-20-2018,6504.06,6539.18,6277.40,6291.97,3226319435.00,111320719763.47
Aug-19-2018,6416.24,6543.64,6354.65,6509.31,3185408871.99,110575568197.29
Aug-18-2018,6597.21,6628.43,6345.79,6420.02,4098661004.49,111471615191.47
Aug-17-2018,6339.30,6587.63,6331.72,6587.23,4220932607.43,111590079309.26
Aug-16-2018,6302.07,6475.48,6263.54,6329.70,4159955398.34,109615804939.24
Aug-15-2018,6217.84,6594.44,6217.84,6306.30,4271528735.37,109910003262.03
Aug-14-2018,6287.05,6287.05,5952.34,6207.12,4314826467.96,104715326537.31
Aug-13-2018,6342.50,6509.96,6209.06,6284.93,3625488362.31,109683741538.99
Aug-12-2018,6269.57,6433.37,6227.37,6342.51,3631377731.05,108986681777.67
Aug-11-2018,6178.82,6460.50,6100.81,6293.92,4185821570.73,106925855935.20
Aug-10-2018,6556.80,6587.11,6109.97,6183.83,4181392943.93,110450434360.76
Aug-09-2018,6291.65,6629.94,6248.59,6563.76,4210397000.67,110258412337.92
Aug-08-2018,6736.30,6736.30,6205.35,6281.52,4609610922.22,111187622461.86
Aug-07-2018,6945.22,7140.71,6722.27,6732.83,3700827846.13,120399763551.10
Aug-06-2018,7040.94,7144.01,6869.73,6935.71,3306255574.14,120402336022.86
Aug-05-2018,7021.62,7076.47,6924.91,7041.99,3682909104.37,120528010089.83
Aug-04-2018,7423.37,7491.74,6967.70,7017.84,3860203504.51,124874388282.47
Aug-03-2018,7548.46,7548.46,7309.31,7422.44,4091971159.84,127285663216.90
Aug-02-2018,7600.56,7685.92,7508.52,7551.49,4163829164.01,130538683460.75
Aug-01-2018,7744.63,7747.42,7492.22,7596.72,4823441462.39,130208064859.33
Jul-31-2018,8174.64,8174.64,7662.79,7752.14,5247534991.60,136223543687.62
Jul-30-2018,8218.15,8237.12,7885.59,8181.18,4448141891.51,139853384177.09
Jul-29-2018,8230.52,8273.04,8130.36,8211.61,3666674348.97,140931396441.14
Jul-28-2018,8172.88,8218.91,8094.79,8195.28,4271083963.42,140469479107.34
Jul-27-2018,7925.66,8261.14,7834.49,8158.49,4974252390.81,137721622178.59
Jul-26-2018,8165.60,8280.38,7874.77,7933.67,4940766514.85,140555305797.24
Jul-25-2018,8343.38,8416.62,8070.17,8179.36,6176077122.43,141437450720.81
Jul-24-2018,7715.39,8349.10,7704.86,8338.94,5764717500.86,138130525893.73
Jul-23-2018,7386.71,7753.77,7375.79,7712.93,4687601679.60,131428842715.59
Jul-22-2018,7398.45,7535.77,7381.60,7391.75,3665112371.92,127708552338.55
Jul-21-2018,7330.34,7410.51,7265.00,7400.99,4512259647.48,125957083903.68
Jul-20-2018,7444.57,7552.76,7305.64,7329.84,4966521399.75,127340006735.71
Jul-19-2018,7349.63,7480.49,7289.41,7443.66,5846088135.45,126552515026.71
Jul-18-2018,7313.60,7506.52,7293.70,7353.88,6330311100.25,126702867277.64
Jul-17-2018,6698.84,7347.95,6666.15,7317.33,5419192992.70,117484648785.32
Jul-16-2018,6349.11,6705.49,6336.93,6705.49,4630543497.45,111553385913.80
Jul-15-2018,6250.32,6381.09,6236.64,6346.60,3455989685.70,108301684788.82
Jul-14-2018,6220.17,6264.90,6195.28,6250.05,3734323550.33,106911716788.28
Jul-13-2018,6217.32,6294.96,6181.05,6215.78,3821904703.05,107041202810.18
Jul-12-2018,6369.84,6375.15,6129.64,6202.44,3447735128.48,106786605367.43
Jul-11-2018,6318.74,6390.00,6318.74,6367.69,3967828329.82,108981359942.40
Jul-10-2018,6670.32,6677.74,6316.17,6319.84,4677923064.34,111216854320.21
Jul-09-2018,6713.14,6746.34,6664.51,6670.00,4925375835.10,114903648635.78
Jul-08-2018,6715.38,6759.51,6687.64,6711.76,4983369408.62,115356288726.25
Jul-07-2018,6594.78,6725.93,6529.00,6718.70,4981676689.53,112643239518.51
Jul-06-2018,6528.31,6600.61,6461.90,6600.61,4811073504.46,112044984491.78
Jul-05-2018,6612.11,6636.33,6492.34,6532.50,4643821207.81,112764025003.04
Jul-04-2018,6537.37,6686.34,6435.02,6603.10,4840988987.80,112438805144.07
Jul-03-2018,6595.98,6645.84,6483.56,6534.64,5004522312.66,112894405915.37
Jul-02-2018,6363.38,6638.31,6302.44,6595.97,3807596497.41,110312978867.13
Jul-01-2018,6385.42,6409.37,6310.85,6364.40,3508360442.87,109006878047.63
Jun-30-2018,6133.70,6425.92,6130.99,6376.56,3771289831.84,109013793431.20
Jun-29-2018,5910.74,6180.34,5847.32,6127.56,2839622172.24,101303448487.61
Jun-28-2018,6118.42,6138.66,5896.09,5912.44,3121465243.01,104230356277.99
Jun-27-2018,6108.08,6172.53,6049.85,6108.69,3736840201.22,104332774796.42
Jun-26-2018,6247.16,6255.44,6103.03,6103.03,3889799376.78,106201817724.49
Jun-25-2018,6149.96,6289.18,6113.99,6238.07,4343151231.32,106019354755.63
Jun-24-2018,6157.66,6211.29,5829.90,6149.12,3728670367.48,103104840640.46
Jun-23-2018,6073.05,6244.38,6070.11,6156.30,4089480599.82,104886130046.06
Jun-22-2018,6712.44,6715.01,6056.86,6071.72,3351734963.00,109318040094.61
Jun-21-2018,6734.14,6770.21,6695.90,6711.94,2901154211.88,115067734173.00
Jun-20-2018,6720.90,6754.94,6577.80,6734.14,3087939613.09,114051666953.16
Jun-19-2018,6705.75,6754.45,6677.96,6722.64,2930821031.41,114742560036.16
Jun-18-2018,6460.22,6724.30,6400.07,6700.60,2259399591.53,111265161991.75
Jun-17-2018,6500.44,6541.23,6459.31,6461.21,2039619863.67,111222374664.01
Jun-16-2018,6469.50,6514.55,6395.02,6505.76,2350148804.58,110323600936.40
Jun-15-2018,6650.93,6652.57,6470.05,6473.77,3114118486.94,112236734784.52
Jun-14-2018,6307.59,6667.67,6293.28,6649.44,3663602706.47,111014489453.80
Jun-13-2018,6559.94,6599.51,6283.23,6308.40,3295765432.77,110547750538.44
Jun-12-2018,6845.92,6867.29,6535.55,6558.51,3102008136.87,115883252761.09
Jun-11-2018,6804.11,6851.12,6721.95,6847.94,3827038711.60,115730062694.32
Jun-10-2018,7563.60,7563.60,6759.05,6797.08,3104326327.00,122562640554.78
Jun-09-2018,7624.28,7658.11,7559.67,7559.67,2724319399.41,130144429836.02
Jun-08-2018,7659.86,7677.60,7564.97,7622.64,2974280008.60,130241534909.56
Jun-07-2018,7576.09,7711.71,7576.09,7654.79,3371952934.70,131241247121.22
Jun-06-2018,7611.86,7645.24,7501.76,7577.59,3324816448.42,129746655128.23
Jun-05-2018,7504.61,7628.66,7407.34,7612.12,3615936275.27,127854338897.61
Jun-04-2018,7687.68,7709.04,7473.49,7505.89,3930562178.71,129809953835.06
Jun-03-2018,7586.64,7709.25,7567.50,7684.93,3988066391.92,131477090606.01
Jun-02-2018,7520.81,7659.69,7481.28,7588.64,3506255999.63,129517556531.76
Jun-01-2018,7503.96,7590.62,7411.83,7525.47,3534811211.33,127779434179.47
May-31-2018,7411.00,7588.94,7361.21,7504.04,3635904694.01,128090140880.02
May-30-2018,7475.38,7572.03,7330.94,7411.62,3899968538.10,127218701522.56
May-29-2018,7148.38,7530.37,7108.10,7474.56,3815081591.78,124630231434.78
May-28-2018,7366.65,7442.19,7141.12,7149.25,3215107342.65,124215494408.84
May-27-2018,7358.68,7380.23,7269.54,7363.94,3037874870.66,125071558308.79
May-26-2018,7483.92,7574.75,7344.83,7349.79,3196176483.89,127948559647.40
May-25-2018,7597.50,7649.03,7397.19,7488.64,4140362593.81,127945639029.03
May-24-2018,7558.33,7740.09,7340.47,7576.28,4962607292.14,128983159056.42
May-23-2018,8021.53,8050.00,7525.49,7570.54,4347099237.87,133788780303.86
May-22-2018,8398.98,8398.98,8016.11,8032.09,3751166478.66,140965212363.84
May-21-2018,8504.39,8536.85,8353.57,8399.12,3892425909.51,144399603233.06
May-20-2018,8232.48,8538.39,8177.72,8499.12,3622202463.39,142883459805.10
May-19-2018,8236.02,8338.42,8160.75,8225.33,3931791516.72,140814675664.80
May-18-2018,8093.35,8258.63,7968.01,8236.68,4472415561.78,138311169552.20
May-17-2018,8341.62,8408.35,8054.71,8088.95,4471142637.65,141534195261.13
May-16-2018,8508.25,8508.67,8164.50,8343.90,5131375183.10,141362049290.15
May-15-2018,8735.40,8832.72,8477.51,8515.70,5366406569.29,147377649848.07
May-14-2018,8696.82,8895.46,8347.17,8740.31,5019113653.88,146843548689.05
May-13-2018,8488.71,8753.43,8376.22,8699.82,4329079560.40,146413407329.29
May-12-2018,8416.41,8640.20,8196.32,8488.21,5465653039.50,144028397248.75
May-11-2018,9040.79,9040.79,8394.77,8422.66,5789182783.72,148566676930.08
May-10-2018,9314.43,9393.07,9037.39,9037.39,5032109490.30,158203200269.26
May-09-2018,9232.35,9384.38,9074.43,9327.37,5229298823.62,157041351530.42
May-08-2018,9380.79,9468.20,9136.38,9233.69,5187265753.80,158129844824.81
May-07-2018,9673.82,9679.40,9256.52,9372.88,5126629695.11,159171331027.53
May-06-2018,9869.31,9960.41,9495.76,9666.85,5579263731.54,164319563566.67
May-05-2018,9714.03,9972.75,9708.10,9864.06,5831668636.08,167518425717.92
May-04-2018,9758.94,9790.01,9597.49,9718.72,6816067136.57,163695392583.13
May-03-2018,9236.41,9807.42,9186.74,9769.29,6010894136.38,159730733869.01
May-02-2018,9084.64,9244.48,8996.73,9236.70,4980811639.29,155625522100.66
May-01-2018,9253.08,9253.08,8881.78,9096.81,6156448195.90,153208735785.09
Apr-30-2018,9412.93,9463.94,9173.15,9240.34,6189381726.75,158509667847.13
Apr-29-2018,9337.93,9519.12,9194.49,9413.41,6578695509.15,159435102032.22
Apr-28-2018,8945.68,9402.66,8905.42,9337.28,6044135769.57,157157916638.81
Apr-27-2018,9272.69,9364.30,8970.45,8974.09,6420471433.76,156938588046.23
Apr-26-2018,8858.96,9274.51,8698.80,9268.53,7840135344.80,151190285700.75
Apr-25-2018,9689.43,9745.09,8828.36,8846.75,9496007199.26,157076395722.31
Apr-24-2018,8927.50,9715.11,8924.77,9715.11,7015588899.81,158243944130.90
Apr-23-2018,8785.31,8966.25,8775.24,8924.02,5577263962.68,151137648092.49
Apr-22-2018,8890.88,8959.35,8766.34,8787.21,5388898212.04,151206617490.12
Apr-21-2018,8831.32,8961.90,8631.51,8884.35,6592572345.60,149672369138.12
Apr-20-2018,8279.07,8872.53,8247.72,8813.04,5856252722.49,143325849306.41
Apr-19-2018,8137.72,8284.84,8108.01,8280.64,5571921609.66,139697891452.24
Apr-18-2018,7898.15,8168.59,7888.24,8133.86,5174175282.73,137352270224.71
Apr-17-2018,8042.52,8126.35,7856.16,7889.50,4617797211.78,136782286541.12
Apr-16-2018,8306.24,8344.62,7899.38,8038.47,4364099389.49,137323175499.90
Apr-15-2018,7931.48,8313.38,7927.42,8301.99,4064566540.14,139314075515.99
Apr-14-2018,7862.98,8084.18,7806.77,7910.24,5221454291.82,135006677595.70
Apr-13-2018,7821.36,8124.05,7698.96,7866.93,7108692314.56,135711160795.37
Apr-12-2018,6933.97,7824.36,6788.55,7821.82,5569495530.07,123866648137.78
Apr-11-2018,6845.56,6946.72,6832.64,6932.84,3484554527.37,116633027003.16
Apr-10-2018,6782.53,6876.32,6710.13,6844.30,3585817439.02,115498144607.22
Apr-09-2018,7013.72,7155.50,6663.31,6772.87,3560325736.66,117673759659.83
Apr-08-2018,6898.35,7076.72,6898.35,7000.92,3056918181.45,118826615776.69
Apr-07-2018,6640.31,7037.93,6637.54,6894.15,3240556397.72,116709872180.67
Apr-06-2018,6796.86,6869.36,6601.41,6637.30,3711281114.36,113749617596.85
Apr-05-2018,6844.01,6936.16,6651.19,6819.73,4403251763.52,115381166132.26
Apr-04-2018,7454.19,7454.19,6791.91,6840.94,4231706034.99,120987270374.99
Apr-03-2018,7066.36,7521.81,7053.69,7454.69,4155294223.94,125196524425.39
Apr-02-2018,6841.73,7116.94,6806.53,7061.62,3914063316.88,118714544792.54
Apr-01-2018,6959.89,7054.48,6506.02,6830.63,3598865261.87,116292884529.76
Mar-31-2018,6875.89,7188.23,6842.08,6955.12,4072365790.66,119471347711.28
Mar-30-2018,7154.02,7256.65,6665.14,6880.45,4781184232.52,117674103198.59
Mar-29-2018,7947.63,7976.07,7010.87,7178.06,3386756377.24,128256618601.82
Mar-28-2018,7821.61,8097.64,7791.30,7954.83,3173707435.99,134738550293.39
Mar-27-2018,8171.70,8210.96,7786.08,7828.22,3702257445.23,135732326694.81
Mar-26-2018,8453.81,8522.63,7907.89,8187.38,2833668579.51,140368288652.56
Mar-25-2018,8554.42,8680.43,8425.57,8466.56,3029683211.95,146027822374.36
Mar-24-2018,8923.40,9002.75,8634.65,8661.02,3067943937.35,149796255286.36
Mar-23-2018,8728.47,8865.05,8342.78,8865.05,4026875184.25,145006569184.45
Mar-22-2018,8970.66,9104.40,8570.98,8721.57,3735442600.66,148850664795.00
Mar-21-2018,8907.40,9173.54,8862.64,8978.02,4432036552.37,153213993287.22
Mar-20-2018,8620.29,9045.59,8369.28,8892.78,4501108575.65,146451375941.21
Mar-19-2018,8195.62,8662.30,8153.68,8588.66,5074015987.88,144055858647.12
Mar-18-2018,7912.66,8232.48,7364.22,8092.44,4628590454.30,129663399258.25
Mar-17-2018,8294.10,8325.92,7795.18,7906.38,4224100753.48,137483922115.43
Mar-16-2018,8302.60,8570.71,7982.80,8315.14,4153900849.22,141272921832.37
Mar-15-2018,8255.73,8417.99,7750.23,8291.94,5294581212.12,138332645701.89
Mar-14-2018,9206.91,9352.33,8036.25,8262.03,4034218467.21,149354974929.53
Mar-13-2018,9179.78,9481.71,8948.05,9208.44,5095834459.84,155752941708.58
Mar-12-2018,9557.85,9893.08,8803.80,9216.38,5058109366.79,161075947417.12
Mar-11-2018,8856.72,9704.33,8581.46,9570.37,4665413193.99,153523238058.02
Mar-10-2018,9339.63,9525.48,8821.46,8894.86,4505811284.20,157349154451.72
Mar-09-2018,9411.72,9479.82,8497.33,9345.52,4328631178.03,151766844899.48
Mar-08-2018,9971.76,10139.85,9338.28,9433.59,4793198292.94,165030983908.60
Mar-07-2018,10721.48,10869.54,9701.56,9968.27,5234978812.59,177918066329.57
Mar-06-2018,11520.40,11520.40,10637.82,10697.57,4804420267.11,186711319238.14
Mar-05-2018,11502.67,11622.50,11394.63,11527.57,4219752283.91,194875403407.36
Mar-04-2018,11497.56,11516.38,11144.74,11516.38,3861373865.90,190891708185.23
Mar-03-2018,11094.24,11531.37,11094.24,11494.90,3526443821.14,192299293713.93
Mar-02-2018,10920.66,11157.48,10724.63,11095.09,4030692043.95,186991777621.60
Mar-01-2018,10423.58,10974.72,10375.27,10929.77,3441035104.34,179665284931.12
Feb-28-2018,10727.54,11085.82,10402.01,10412.02,3642202553.59,179860191235.51
Feb-27-2018,10388.88,10913.30,10256.80,10736.49,3915484543.41,179335649688.15
Feb-26-2018,9703.32,10481.37,9513.12,10371.77,3261955537.97,167531121149.48
Feb-25-2018,9844.52,9958.13,9413.02,9699.65,3265197229.41,163411665694.33
Feb-24-2018,10328.57,10605.87,9593.23,9843.28,3787518210.30,169467401242.95
Feb-23-2018,9972.72,10493.77,9732.26,10348.07,4784103251.90,170839836666.23
Feb-22-2018,10691.35,11034.67,9914.00,9987.17,5331192808.40,175425443931.26
Feb-21-2018,11436.17,11436.17,10502.25,10680.36,5508367041.90,185355964500.56
Feb-20-2018,11197.76,11976.62,11197.76,11446.22,4769640709.92,196500409482.05
Feb-19-2018,10562.64,11224.55,10512.37,11191.90,4101946824.88,184095687081.53
Feb-18-2018,11124.36,11326.13,10338.07,10576.18,5158247526.95,182672172258.92
Feb-17-2018,10234.61,11123.13,10164.86,11095.61,4558021813.75,180731004088.92
Feb-16-2018,10091.75,10275.01,9811.98,10245.31,4465120674.48,170718163129.38
Feb-15-2018,9494.63,10183.84,9408.51,10117.07,4739907420.80,165589174576.44
Feb-14-2018,8564.70,9518.54,8564.70,9505.15,6626407147.13,153318027840.99
Feb-13-2018,8887.23,8906.18,8424.41,8577.57,3616243668.16,146264694620.38
Feb-12-2018,8120.35,8968.58,8120.35,8863.25,3543127386.70,145800341725.18
Feb-11-2018,8624.26,8624.26,7914.92,8099.31,3776449040.87,138897573472.05
